Title,Created Date, Modified Date,Severity Level,Status
[Network Connection Initiated By AddinUtil.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_addinutil_initiated.yml),2023-09-18,2024-07-16,high,test
[Uncommon Connection to Active Directory Web Services](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_adws_unusual_connection.yml),2024-01-26,2024-01-26,medium,test
[Uncommon Network Connection Initiated By Certutil.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_certutil_initiated_connection.yml),2022-09-02,2024-05-31,high,test
[Outbound Network Connection Initiated By Cmstp.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_cmstp_initiated_connection.yml),2022-08-30,2024-05-31,high,test
[Outbound Network Connection Initiated By Microsoft Dialer](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_dialer_initiated_connection.yml),2024-04-26,2024-04-26,high,test
[Network Connection Initiated To AzureWebsites.NET By Non-Browser Process](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_azurewebsites.yml),2024-06-24,2024-07-16,medium,experimental
[Network Connection Initiated To BTunnels Domains](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_btunnels.yml),2024-09-13,2024-09-13,medium,experimental
[Network Connection Initiated To Cloudflared Tunnels Domains](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_cloudflared_communication.yml),2024-05-27,2024-05-27,medium,test
[Network Communication With Crypto Mining Pool](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_crypto_mining_pools.yml),2021-10-26,2024-01-19,high,stable
[New Connection Initiated To Potential Dead Drop Resolver Domain](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_dead_drop_resolvers.yml),2022-08-17,2024-10-21,high,test
[Network Connection Initiated To DevTunnels Domain](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_devtunnels.yml),2023-11-20,2023-11-20,medium,test
[Suspicious Dropbox API Usage](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_dropbox_api.yml),2022-04-20,2022-04-20,high,test
[Suspicious Network Connection to IP Lookup Service APIs](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_external_ip_lookup.yml),2023-04-24,2024-03-22,medium,test
[Suspicious Non-Browser Network Communication With Google API](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_google_api_non_browser_access.yml),2023-05-01,2025-02-22,medium,experimental
[Communication To LocaltoNet Tunneling Service Initiated](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_localtonet_tunnel.yml),2024-06-17,2024-06-17,high,test
[Network Connection Initiated To Mega.nz](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_mega_nz.yml),2021-12-06,2024-05-31,low,test
[Process Initiated Network  Connection To Ngrok Domain](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_ngrok.yml),2022-07-16,2023-11-17,high,test
[Communication To Ngrok Tunneling Service Initiated](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_ngrok_tunnel.yml),2022-11-03,2024-02-02,high,test
[Potentially Suspicious Network Connection To Notion API](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_notion_api_susp_communication.yml),2023-05-03,2023-05-03,low,test
[Network Communication Initiated To Portmap.IO Domain](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_portmap.yml),2024-05-31,2024-05-31,medium,test
[Suspicious Non-Browser Network Communication With Telegram API](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_telegram_api_non_browser_access.yml),2023-05-19,2023-05-19,medium,test
[Network Connection Initiated To Visual Studio Code Tunnels Domain](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_domain_vscode_tunnel_connection.yml),2023-11-20,2023-11-20,medium,test
[Network Connection Initiated By Eqnedt32.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_eqnedt.yml),2022-04-14,2024-05-31,high,test
[Network Connection Initiated By IMEWDBLD.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_imewdbld.yml),2022-01-22,2023-11-09,high,test
[Network Connection Initiated Via Notepad.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_notepad.yml),2020-05-14,2024-02-02,high,test
[Office Application Initiated Network Connection To Non-Local IP](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_office_outbound_non_local_ip.yml),2021-11-10,2024-07-02,medium,test
[Office Application Initiated Network Connection Over Uncommon Ports](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_office_uncommon_ports.yml),2023-07-12,2024-07-02,medium,test
[Python Initiated Connection](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_python.yml),2021-12-10,2025-03-05,medium,test
[Outbound RDP Connections Over Non-Standard Tools](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_rdp_outbound_over_non_standard_tools.yml),2019-05-15,2024-02-09,high,test
[RDP Over Reverse SSH Tunnel](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_rdp_reverse_tunnel.yml),2019-02-16,2024-03-12,high,test
[RDP to HTTP or HTTPS Target Ports](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_rdp_to_http.yml),2022-04-29,2022-07-14,high,test
[RegAsm.EXE Initiating Network Connection To Public IP](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_regasm_network_activity.yml),2024-04-25,2024-04-25,medium,test
[Network Connection Initiated By Regsvr32.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_regsvr32_network_activity.yml),2019-10-25,2023-09-18,medium,test
[Remote Access Tool - AnyDesk Incoming Connection](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_remote_access_tools_anydesk_incoming_connection.yml),2024-09-02,2025-02-24,medium,experimental
[Rundll32 Internet Connection](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_rundll32_net_connections.yml),2017-11-04,2024-03-13,medium,test
[Silenttrinity Stager Msbuild Activity](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_silenttrinity_stager_msbuild_activity.yml),2020-10-11,2022-10-05,high,test
[Suspicious Network Connection Binary No CommandLine](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_susp_binary_no_cmdline.yml),2022-07-03,2022-07-03,high,test
[Network Communication Initiated To File Sharing Domains From Process Located In Suspicious Folder](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_susp_file_sharing_domains_susp_folders.yml),2018-08-30,2024-10-21,high,test
[Network Connection Initiated From Process Located In Potentially Suspicious Or Uncommon Location](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_susp_initiated_uncommon_or_suspicious_locations.yml),2017-03-19,2024-08-22,high,test
[Potentially Suspicious Malware Callback Communication](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_susp_malware_callback_port.yml),2017-03-19,2024-03-12,high,test
[Communication To Uncommon Destination Ports](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_susp_malware_callback_ports_uncommon.yml),2017-03-19,2024-03-12,medium,test
[Uncommon Outbound Kerberos Connection](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_susp_outbound_kerberos_connection.yml),2019-10-24,2024-03-15,medium,test
[Microsoft Sync Center Suspicious Network Connections](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_susp_outbound_mobsync_connection.yml),2022-04-28,2024-03-12,medium,test
[Suspicious Outbound SMTP Connections](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_susp_outbound_smtp_connections.yml),2022-01-07,2022-09-21,medium,test
[Potential Remote PowerShell Session Initiated](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_susp_remote_powershell_session.yml),2019-09-12,2024-02-02,high,test
[Outbound Network Connection To Public IP Via Winlogon](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_winlogon_net_connections.yml),2023-04-28,2024-03-12,medium,test
[Suspicious Wordpad Outbound Connections](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_wordpad_uncommon_ports.yml),2023-07-12,2023-12-15,medium,test
[Local Network Connection Initiated By Script Interpreter](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_wscript_cscript_local_connection.yml),2022-08-28,2024-05-31,medium,test
[Outbound Network Connection Initiated By Script Interpreter](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_wscript_cscript_outbound_connection.yml),2022-08-28,2024-03-13,high,test
[Potentially Suspicious Wuauclt Network Connection](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/network_connection/net_connection_win_wuauclt_network_connection.yml),2020-10-12,2024-03-12,medium,test
[ADFS Database Named Pipe Connection By Uncommon Tool](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_adfs_namedpipe_connection_uncommon_tool.yml),2021-10-08,2023-11-30,medium,test
[CobaltStrike Named Pipe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_hktl_cobaltstrike.yml),2021-05-25,2022-10-31,critical,test
[CobaltStrike Named Pipe Pattern Regex](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_hktl_cobaltstrike_re.yml),2021-07-30,2022-12-31,critical,test
[CobaltStrike Named Pipe Patterns](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_hktl_cobaltstrike_susp_pipe_patterns.yml),2021-07-30,2024-01-26,high,test
[HackTool - CoercedPotato Named Pipe Creation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_hktl_coercedpotato.yml),2023-10-11,2023-10-11,high,test
[HackTool - DiagTrackEoP Default Named Pipe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_hktl_diagtrack_eop.yml),2022-08-03,2023-08-07,critical,test
[HackTool - EfsPotato Named Pipe Creation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_hktl_efspotato.yml),2021-08-23,2023-12-21,high,test
[HackTool - Credential Dumping Tools Named Pipe Created](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_hktl_generic_cred_dump_tools_pipes.yml),2019-11-01,2023-08-07,critical,test
[HackTool - Koh Default Named Pipe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_hktl_koh_default_pipe.yml),2022-07-08,2023-08-07,critical,test
[Alternate PowerShell Hosts Pipe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_powershell_alternate_host_pipe.yml),2019-09-12,2024-10-07,medium,test
[New PowerShell Instance Created](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_powershell_execution_pipe.yml),2019-09-12,2023-11-30,informational,test
[PUA - CSExec Default Named Pipe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_pua_csexec_default_pipe.yml),2023-08-07,2023-11-30,medium,test
[PUA - PAExec Default Named Pipe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_pua_paexec_default_pipe.yml),2022-10-26,2022-10-26,medium,test
[PUA - RemCom Default Named Pipe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_pua_remcom_default_pipe.yml),2023-08-07,2023-11-30,medium,test
[WMI Event Consumer Created Named Pipe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_scrcons_wmi_consumer_namedpipe.yml),2021-09-01,2023-11-30,medium,test
[Malicious Named Pipe Created](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_susp_malicious_namedpipes.yml),2017-11-06,2023-08-07,critical,test
[PsExec Tool Execution From Suspicious Locations - PipeName](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/pipe_created/pipe_created_sysinternals_psexec_default_pipe_susp_location.yml),2022-08-04,2023-09-20,medium,test
[Nslookup PowerShell Download Cradle](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_abuse_nslookup_with_dns_records.yml),2022-12-10,2025-02-25,medium,test
[Delete Volume Shadow Copies Via WMI With PowerShell](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_delete_volume_shadow_copies.yml),2021-06-03,2023-10-27,high,stable
[PowerShell Downgrade Attack - PowerShell](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_downgrade_attack.yml),2017-03-22,2023-10-27,medium,test
[PowerShell Called from an Executable Version Mismatch](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_exe_calling_ps.yml),2017-03-05,2023-10-27,high,test
[Netcat The Powershell Version](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_powercat.yml),2021-07-21,2023-10-27,medium,test
[Potential RemoteFXvGPUDisablement.EXE Abuse](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_remotefxvgpudisablement_abuse.yml),2021-07-13,2023-05-09,high,test
[Remote PowerShell Session (PS Classic)](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_remote_powershell_session.yml),2019-08-10,2024-01-03,low,test
[Renamed Powershell Under Powershell Channel](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_renamed_powershell.yml),2020-06-29,2025-01-20,low,test
[Suspicious PowerShell Download](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_susp_download.yml),2017-03-05,2023-10-27,medium,test
[Use Get-NetTCPConnection](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_susp_get_nettcpconnection.yml),2021-12-10,2023-10-27,low,test
[Zip A Folder With PowerShell For Staging In Temp - PowerShell](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_susp_zip_compress.yml),2021-07-20,2023-12-18,medium,test
[Suspicious Non PowerShell WSMAN COM Provider](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_classic/posh_pc_wsman_com_provider_no_powershell.yml),2020-06-24,2024-12-27,medium,test
[Potential Active Directory Enumeration Using AD Module - PsModule](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/powershell/powershell_module/posh_pm_active_directory_module_dll_import.yml),2023-01-22,2023-01-22,medium,test
